Date,Country,Confirmed,Recovered,Deaths
5/2/20,Malaysia,6176,4326,103
5/3/20,Malaysia,6298,4413,105
5/4/20,Malaysia,6353,4484,105
5/5/20,Malaysia,6383,4567,106
5/6/20,Malaysia,6428,4702,107
5/7/20,Malaysia,6467,4776,107
5/8/20,Malaysia,6535,4864,107
5/9/20,Malaysia,6589,4929,108
5/10/20,Malaysia,6656,5025,108
5/11/20,Malaysia,6726,5113,109
5/12/20,Malaysia,6742,5223,109
5/13/20,Malaysia,6779,5281,111
5/14/20,Malaysia,6819,5351,112
5/15/20,Malaysia,6855,5439,112
5/16/20,Malaysia,6872,5512,113
5/17/20,Malaysia,6894,5571,113
5/18/20,Malaysia,6941,5615,113
5/19/20,Malaysia,6978,5646,114
5/20/20,Malaysia,7009,5706,114
5/21/20,Malaysia,7059,5796,114
5/22/20,Malaysia,7137,5859,115
5/23/20,Malaysia,7185,5912,115
5/24/20,Malaysia,7245,5945,115
5/25/20,Malaysia,7417,5979,115
5/26/20,Malaysia,7604,6041,115
5/27/20,Malaysia,7619,6083,115
5/28/20,Malaysia,7629,6169,115
5/29/20,Malaysia,7732,6235,115
5/30/20,Malaysia,7762,6330,115
5/31/20,Malaysia,7819,6353,115
6/1/20,Malaysia,7857,6404,115
6/2/20,Malaysia,7877,6470,115
6/3/20,Malaysia,7970,6531,115
6/4/20,Malaysia,8247,6559,115
6/5/20,Malaysia,8266,6610,116
6/6/20,Malaysia,8303,6635,117
6/7/20,Malaysia,8322,6674,117
6/8/20,Malaysia,8329,6694,117
6/9/20,Malaysia,8336,6975,117
1/22/20,Philippines,0,0,0
1/23/20,Philippines,0,0,0
1/24/20,Philippines,0,0,0
1/25/20,Philippines,0,0,0
1/26/20,Philippines,0,0,0
1/27/20,Philippines,0,0,0
1/28/20,Philippines,0,0,0
1/29/20,Philippines,0,0,0
1/30/20,Philippines,1,0,0
1/31/20,Philippines,1,0,0
2/1/20,Philippines,1,0,0
2/2/20,Philippines,2,0,1
2/3/20,Philippines,2,0,1
2/4/20,Philippines,2,0,1
2/5/20,Philippines,2,0,1
2/6/20,Philippines,2,0,1
2/7/20,Philippines,3,0,1
2/8/20,Philippines,3,0,1
2/9/20,Philippines,3,0,1
2/10/20,Philippines,3,0,1
2/11/20,Philippines,3,0,1
2/12/20,Philippines,3,1,1
2/13/20,Philippines,3,1,1
2/14/20,Philippines,3,1,1
2/15/20,Philippines,3,1,1
2/16/20,Philippines,3,1,1
2/17/20,Philippines,3,1,1
2/18/20,Philippines,3,1,1
2/19/20,Philippines,3,1,1
2/20/20,Philippines,3,1,1
2/21/20,Philippines,3,1,1
2/22/20,Philippines,3,1,1
2/23/20,Philippines,3,1,1
2/24/20,Philippines,3,1,1
2/25/20,Philippines,3,1,1
2/26/20,Philippines,3,1,1
2/27/20,Philippines,3,1,1
2/28/20,Philippines,3,1,1
2/29/20,Philippines,3,1,1
3/1/20,Philippines,3,1,1
3/2/20,Philippines,3,1,1
3/3/20,Philippines,3,1,1
3/4/20,Philippines,3,1,1
3/5/20,Philippines,3,1,1
3/6/20,Philippines,5,1,1
3/7/20,Philippines,6,1,1
3/8/20,Philippines,10,1,1
3/9/20,Philippines,20,1,1
3/10/20,Philippines,33,2,1
3/11/20,Philippines,49,2,1
3/12/20,Philippines,52,2,2
3/13/20,Philippines,64,2,5
3/14/20,Philippines,111,2,8
3/15/20,Philippines,140,2,11
3/16/20,Philippines,142,2,12
3/17/20,Philippines,187,5,12
3/18/20,Philippines,202,5,19
3/19/20,Philippines,217,8,17
3/20/20,Philippines,230,8,18
3/21/20,Philippines,307,13,19
3/22/20,Philippines,380,17,25
3/23/20,Philippines,462,17,33
3/24/20,Philippines,552,20,35
3/25/20,Philippines,636,26,38
3/26/20,Philippines,707,28,45
3/27/20,Philippines,803,31,54
3/28/20,Philippines,1075,35,68
3/29/20,Philippines,1418,42,71
3/30/20,Philippines,1546,42,78
3/31/20,Philippines,2084,49,88
4/1/20,Philippines,2311,50,96
4/2/20,Philippines,2633,51,107
4/3/20,Philippines,3018,52,136
4/4/20,Philippines,3094,57,144
4/5/20,Philippines,3246,64,152
4/6/20,Philippines,3660,73,163
4/7/20,Philippines,3764,84,177
4/8/20,Philippines,3870,96,182
4/9/20,Philippines,4076,124,203
4/10/20,Philippines,4195,140,221
4/11/20,Philippines,4428,157,247
4/12/20,Philippines,4648,197,297
4/13/20,Philippines,4932,242,315
4/14/20,Philippines,5223,295,335
4/15/20,Philippines,5453,353,349
4/16/20,Philippines,5660,435,362
4/17/20,Philippines,5878,487,387
4/18/20,Philippines,6087,516,397
4/19/20,Philippines,6259,572,409
4/20/20,Philippines,6459,613,428
4/21/20,Philippines,6599,654,437
4/22/20,Philippines,6710,693,446
4/23/20,Philippines,6981,722,462
4/24/20,Philippines,7192,762,477
4/25/20,Philippines,7294,792,494
4/26/20,Philippines,7579,862,501
4/27/20,Philippines,7777,932,511
4/28/20,Philippines,7958,975,530
4/29/20,Philippines,8212,1023,558
4/30/20,Philippines,8488,1043,568
5/1/20,Philippines,8772,1084,579
5/2/20,Philippines,8928,1124,603
5/3/20,Philippines,9223,1214,607
5/4/20,Philippines,9485,1315,623
5/5/20,Philippines,9684,1408,637
5/6/20,Philippines,10004,1506,658
5/7/20,Philippines,10343,1618,685
5/8/20,Philippines,10463,1734,696
5/9/20,Philippines,10610,1842,704
5/10/20,Philippines,10794,1924,719
5/11/20,Philippines,11086,1999,726
5/12/20,Philippines,11350,2106,751
5/13/20,Philippines,11618,2251,772
5/14/20,Philippines,11876,2337,790
5/15/20,Philippines,12091,2460,806
5/16/20,Philippines,12305,2561,817
5/17/20,Philippines,12513,2635,824
5/18/20,Philippines,12718,2729,831
5/19/20,Philippines,12942,2843,837
5/20/20,Philippines,13221,2932,842
5/21/20,Philippines,13434,3000,846
5/22/20,Philippines,13597,3092,857
5/23/20,Philippines,13777,3177,863
5/24/20,Philippines,14035,3249,868
5/25/20,Philippines,14319,3323,873
5/26/20,Philippines,14669,3412,886
5/27/20,Philippines,15049,3506,904
5/28/20,Philippines,15588,3598,921
5/29/20,Philippines,16634,3720,942
5/30/20,Philippines,17224,3808,950
5/31/20,Philippines,18086,3909,957
6/1/20,Philippines,18638,3979,960
6/2/20,Philippines,18997,4063,966
6/3/20,Philippines,19748,4153,974
6/4/20,Philippines,20382,4248,984
6/5/20,Philippines,20626,4330,987
6/6/20,Philippines,21340,4441,994
6/7/20,Philippines,21895,4530,1003
6/8/20,Philippines,22474,4637,1011
6/9/20,Philippines,22992,4736,1017
1/22/20,Singapore,0,0,0
1/23/20,Singapore,1,0,0
1/24/20,Singapore,3,0,0
1/25/20,Singapore,3,0,0
1/26/20,Singapore,4,0,0
1/27/20,Singapore,5,0,0
1/28/20,Singapore,7,0,0
1/29/20,Singapore,7,0,0
1/30/20,Singapore,10,0,0
1/31/20,Singapore,13,0,0
2/1/20,Singapore,16,0,0
2/2/20,Singapore,18,0,0
2/3/20,Singapore,18,0,0
2/4/20,Singapore,24,0,0
2/5/20,Singapore,28,0,0
2/6/20,Singapore,28,0,0
2/7/20,Singapore,30,0,0
2/8/20,Singapore,33,2,0
2/9/20,Singapore,40,2,0
2/10/20,Singapore,45,2,0
2/11/20,Singapore,47,9,0
2/12/20,Singapore,50,15,0
2/13/20,Singapore,58,15,0
2/14/20,Singapore,67,17,0
2/15/20,Singapore,72,18,0
2/16/20,Singapore,75,18,0
2/17/20,Singapore,77,24,0
2/18/20,Singapore,81,29,0
2/19/20,Singapore,84,34,0
2/20/20,Singapore,84,34,0
2/21/20,Singapore,85,37,0
2/22/20,Singapore,85,37,0
2/23/20,Singapore,89,51,0
2/24/20,Singapore,89,51,0
2/25/20,Singapore,91,53,0
2/26/20,Singapore,93,62,0
2/27/20,Singapore,93,62,0
2/28/20,Singapore,93,62,0
2/29/20,Singapore,102,72,0
3/1/20,Singapore,106,72,0
3/2/20,Singapore,108,78,0
3/3/20,Singapore,110,78,0
3/4/20,Singapore,110,78,0
3/5/20,Singapore,117,78,0
3/6/20,Singapore,130,78,0
3/7/20,Singapore,138,78,0
3/8/20,Singapore,150,78,0
3/9/20,Singapore,150,78,0
3/10/20,Singapore,160,78,0
3/11/20,Singapore,178,96,0
3/12/20,Singapore,178,96,0
3/13/20,Singapore,200,97,0
3/14/20,Singapore,212,105,0
3/15/20,Singapore,226,105,0
3/16/20,Singapore,243,109,0
3/17/20,Singapore,266,114,0
3/18/20,Singapore,313,114,0
3/19/20,Singapore,345,114,0
3/20/20,Singapore,385,124,0
3/21/20,Singapore,432,140,2
3/22/20,Singapore,455,144,2
3/23/20,Singapore,509,144,2
3/24/20,Singapore,558,156,2
3/25/20,Singapore,631,160,2
3/26/20,Singapore,683,172,2
3/27/20,Singapore,732,183,2
3/28/20,Singapore,802,198,2
3/29/20,Singapore,844,212,3
3/30/20,Singapore,879,228,3
3/31/20,Singapore,926,240,3
4/1/20,Singapore,1000,245,3
4/2/20,Singapore,1049,266,4
4/3/20,Singapore,1114,282,5
4/4/20,Singapore,1189,297,6
4/5/20,Singapore,1309,320,6
4/6/20,Singapore,1375,344,6
4/7/20,Singapore,1481,377,6
4/8/20,Singapore,1623,406,6
4/9/20,Singapore,1910,460,6
4/10/20,Singapore,2108,492,7
4/11/20,Singapore,2299,528,8
4/12/20,Singapore,2532,560,8
4/13/20,Singapore,2918,586,9
4/14/20,Singapore,3252,611,10
4/15/20,Singapore,3699,652,10
4/16/20,Singapore,4427,683,10
4/17/20,Singapore,5050,708,11
4/18/20,Singapore,5992,740,11
4/19/20,Singapore,6588,768,11
4/20/20,Singapore,8014,801,11
4/21/20,Singapore,9125,839,11
4/22/20,Singapore,10141,896,12
4/23/20,Singapore,11178,924,12
4/24/20,Singapore,12075,956,12
4/25/20,Singapore,12693,1002,12
4/26/20,Singapore,13624,1060,12
4/27/20,Singapore,14423,1095,14
4/28/20,Singapore,14951,1128,14
4/29/20,Singapore,15641,1188,14
4/30/20,Singapore,16169,1244,15
5/1/20,Singapore,17101,1268,16
5/2/20,Singapore,17548,1347,17
5/3/20,Singapore,18205,1408,18
5/4/20,Singapore,18778,1457,18
5/5/20,Singapore,19410,1519,18
5/6/20,Singapore,20198,1634,20
5/7/20,Singapore,20939,1712,20
5/8/20,Singapore,21707,2040,20
5/9/20,Singapore,22460,2296,20
5/10/20,Singapore,23336,2721,20
5/11/20,Singapore,23822,3225,21
5/12/20,Singapore,24671,3851,21
5/13/20,Singapore,25346,4809,21
5/14/20,Singapore,26098,5973,21
5/15/20,Singapore,26891,7248,21
5/16/20,Singapore,27356,8342,22
5/17/20,Singapore,28038,9340,22
5/18/20,Singapore,28343,9835,22
5/19/20,Singapore,28794,10365,22
5/20/20,Singapore,29364,11207,22
5/21/20,Singapore,29812,12117,23
5/22/20,Singapore,30426,12995,23
5/23/20,Singapore,31068,13882,23
5/24/20,Singapore,31616,14876,23
5/25/20,Singapore,31960,15738,23
5/26/20,Singapore,32343,16444,23
5/27/20,Singapore,32876,17276,23
5/28/20,Singapore,33249,18294,23
5/29/20,Singapore,33860,19631,23
5/30/20,Singapore,34366,20727,23
5/31/20,Singapore,34884,21699,23
6/1/20,Singapore,35292,22466,24
6/2/20,Singapore,35836,23175,24
6/3/20,Singapore,36405,23582,24
6/4/20,Singapore,36922,23904,24
6/5/20,Singapore,37183,24209,24
6/6/20,Singapore,37527,24559,25
6/7/20,Singapore,37910,24886,25
6/8/20,Singapore,38296,25368,25
6/9/20,Singapore,38514,25877,25
1/22/20,Thailand,2,0,0
1/23/20,Thailand,3,0,0
1/24/20,Thailand,5,0,0
1/25/20,Thailand,7,0,0
1/26/20,Thailand,8,2,0
1/27/20,Thailand,8,2,0
1/28/20,Thailand,14,5,0
1/29/20,Thailand,14,5,0
1/30/20,Thailand,14,5,0
1/31/20,Thailand,19,5,0
2/1/20,Thailand,19,5,0
2/2/20,Thailand,19,5,0
2/3/20,Thailand,19,5,0
2/4/20,Thailand,25,5,0
2/5/20,Thailand,25,5,0
2/6/20,Thailand,25,5,0
2/7/20,Thailand,25,5,0
2/8/20,Thailand,32,10,0
2/9/20,Thailand,32,10,0
2/10/20,Thailand,32,10,0
2/11/20,Thailand,33,10,0
2/12/20,Thailand,33,10,0
2/13/20,Thailand,33,12,0
2/14/20,Thailand,33,12,0
2/15/20,Thailand,33,12,0
2/16/20,Thailand,34,14,0
2/17/20,Thailand,35,15,0
2/18/20,Thailand,35,15,0
2/19/20,Thailand,35,15,0
2/20/20,Thailand,35,15,0
2/21/20,Thailand,35,17,0
2/22/20,Thailand,35,17,0
2/23/20,Thailand,35,21,0
2/24/20,Thailand,35,21,0
2/25/20,Thailand,37,22,0
2/26/20,Thailand,40,22,0
2/27/20,Thailand,40,22,0
2/28/20,Thailand,41,28,0
2/29/20,Thailand,42,28,0
3/1/20,Thailand,42,28,1
3/2/20,Thailand,43,31,1
3/3/20,Thailand,43,31,1
3/4/20,Thailand,43,31,1
3/5/20,Thailand,47,31,1
3/6/20,Thailand,48,31,1
3/7/20,Thailand,50,31,1
3/8/20,Thailand,50,31,1
3/9/20,Thailand,50,31,1
3/10/20,Thailand,53,33,1
3/11/20,Thailand,59,34,1
3/12/20,Thailand,70,34,1
3/13/20,Thailand,75,35,1
3/14/20,Thailand,82,35,1
3/15/20,Thailand,114,35,1
3/16/20,Thailand,147,35,1
3/17/20,Thailand,177,41,1
3/18/20,Thailand,212,42,1
3/19/20,Thailand,272,42,1
3/20/20,Thailand,322,42,1
3/21/20,Thailand,411,42,1
3/22/20,Thailand,599,44,1
3/23/20,Thailand,721,44,1
3/24/20,Thailand,827,52,4
3/25/20,Thailand,934,70,4
3/26/20,Thailand,1045,88,4
3/27/20,Thailand,1136,97,5
3/28/20,Thailand,1245,97,6
3/29/20,Thailand,1388,97,7
3/30/20,Thailand,1524,229,9
3/31/20,Thailand,1651,342,10
4/1/20,Thailand,1771,505,12
4/2/20,Thailand,1875,505,15
4/3/20,Thailand,1978,612,19
4/4/20,Thailand,2067,674,20
4/5/20,Thailand,2169,793,23
4/6/20,Thailand,2220,793,26
4/7/20,Thailand,2258,888,27
4/8/20,Thailand,2369,888,30
4/9/20,Thailand,2423,940,32
4/10/20,Thailand,2473,1013,33
4/11/20,Thailand,2518,1135,35
4/12/20,Thailand,2551,1218,38
4/13/20,Thailand,2579,1288,40
4/14/20,Thailand,2613,1405,41
4/15/20,Thailand,2643,1497,43
4/16/20,Thailand,2672,1593,46
4/17/20,Thailand,2700,1689,47
4/18/20,Thailand,2733,1787,47
4/19/20,Thailand,2765,1928,47
4/20/20,Thailand,2792,1999,47
4/21/20,Thailand,2811,2108,48
4/22/20,Thailand,2826,2352,49
4/23/20,Thailand,2839,2430,50
4/24/20,Thailand,2907,2547,51
4/25/20,Thailand,2907,2547,51
4/26/20,Thailand,2922,2594,51
4/27/20,Thailand,2931,2609,52
4/28/20,Thailand,2938,2652,54
4/29/20,Thailand,2947,2665,54
4/30/20,Thailand,2954,2684,54
5/1/20,Thailand,2960,2719,54
5/2/20,Thailand,2966,2732,54
5/3/20,Thailand,2969,2739,54
5/4/20,Thailand,2987,2740,54
5/5/20,Thailand,2988,2747,54
5/6/20,Thailand,2989,2761,55
5/7/20,Thailand,2992,2772,55
5/8/20,Thailand,3000,2784,55
5/9/20,Thailand,3004,2787,56
5/10/20,Thailand,3009,2794,56
5/11/20,Thailand,3015,2796,56
5/12/20,Thailand,3017,2798,56
5/13/20,Thailand,3017,2844,56
5/14/20,Thailand,3018,2850,56
5/15/20,Thailand,3025,2854,56
5/16/20,Thailand,3025,2855,56
5/17/20,Thailand,3028,2856,56
5/18/20,Thailand,3031,2857,56
5/19/20,Thailand,3033,2857,56
5/20/20,Thailand,3034,2888,56
5/21/20,Thailand,3037,2897,56
5/22/20,Thailand,3037,2910,56
5/23/20,Thailand,3040,2916,56
5/24/20,Thailand,3040,2921,56
5/25/20,Thailand,3042,2928,57
5/26/20,Thailand,3045,2929,57
5/27/20,Thailand,3054,2931,57
5/28/20,Thailand,3065,2945,57
5/29/20,Thailand,3076,2945,57
5/30/20,Thailand,3077,2961,57
5/31/20,Thailand,3081,2963,57
6/1/20,Thailand,3082,2965,57
6/2/20,Thailand,3083,2966,58
6/3/20,Thailand,3084,2968,58
6/4/20,Thailand,3101,2968,58
6/5/20,Thailand,3102,2971,58
6/6/20,Thailand,3104,2971,58
6/7/20,Thailand,3112,2972,58
6/8/20,Thailand,3119,2973,58
6/9/20,Thailand,3121,2973,58
1/22/20,Vietnam,0,0,0
1/23/20,Vietnam,2,0,0
1/24/20,Vietnam,2,0,0
1/25/20,Vietnam,2,0,0
1/26/20,Vietnam,2,0,0
1/27/20,Vietnam,2,0,0
1/28/20,Vietnam,2,0,0
1/29/20,Vietnam,2,0,0
1/30/20,Vietnam,2,0,0
1/31/20,Vietnam,2,0,0
2/1/20,Vietnam,6,1,0
2/2/20,Vietnam,6,1,0
2/3/20,Vietnam,8,1,0
2/4/20,Vietnam,8,1,0
2/5/20,Vietnam,8,1,0
2/6/20,Vietnam,10,1,0
2/7/20,Vietnam,10,1,0
2/8/20,Vietnam,13,1,0
2/9/20,Vietnam,13,1,0
2/10/20,Vietnam,14,1,0
2/11/20,Vietnam,15,6,0
2/12/20,Vietnam,15,6,0
2/13/20,Vietnam,16,7,0
2/14/20,Vietnam,16,7,0
2/15/20,Vietnam,16,7,0
2/16/20,Vietnam,16,7,0
2/17/20,Vietnam,16,7,0
2/18/20,Vietnam,16,7,0
2/19/20,Vietnam,16,7,0
2/20/20,Vietnam,16,7,0
2/21/20,Vietnam,16,14,0
2/22/20,Vietnam,16,14,0
2/23/20,Vietnam,16,14,0
2/24/20,Vietnam,16,14,0
2/25/20,Vietnam,16,16,0
2/26/20,Vietnam,16,16,0
2/27/20,Vietnam,16,16,0
2/28/20,Vietnam,16,16,0
2/29/20,Vietnam,16,16,0
3/1/20,Vietnam,16,16,0
3/2/20,Vietnam,16,16,0
3/3/20,Vietnam,16,16,0
3/4/20,Vietnam,16,16,0
3/5/20,Vietnam,16,16,0
3/6/20,Vietnam,16,16,0
3/7/20,Vietnam,18,16,0
3/8/20,Vietnam,30,16,0
3/9/20,Vietnam,30,16,0
3/10/20,Vietnam,31,16,0
3/11/20,Vietnam,38,16,0
3/12/20,Vietnam,39,16,0
3/13/20,Vietnam,47,16,0
3/14/20,Vietnam,53,16,0
3/15/20,Vietnam,56,16,0
3/16/20,Vietnam,61,16,0
3/17/20,Vietnam,66,16,0
3/18/20,Vietnam,75,16,0
3/19/20,Vietnam,85,16,0
3/20/20,Vietnam,91,16,0
3/21/20,Vietnam,94,17,0
3/22/20,Vietnam,113,17,0
3/23/20,Vietnam,123,17,0
3/24/20,Vietnam,134,17,0
3/25/20,Vietnam,141,17,0
3/26/20,Vietnam,153,20,0
3/27/20,Vietnam,163,20,0
3/28/20,Vietnam,174,21,0
3/29/20,Vietnam,188,25,0
3/30/20,Vietnam,203,55,0
3/31/20,Vietnam,212,58,0
4/1/20,Vietnam,218,63,0
4/2/20,Vietnam,233,75,0
4/3/20,Vietnam,237,85,0
4/4/20,Vietnam,240,90,0
4/5/20,Vietnam,241,90,0
4/6/20,Vietnam,245,95,0
4/7/20,Vietnam,249,123,0
4/8/20,Vietnam,251,126,0
4/9/20,Vietnam,255,128,0
4/10/20,Vietnam,257,144,0
4/11/20,Vietnam,258,144,0
4/12/20,Vietnam,262,144,0
4/13/20,Vietnam,265,146,0
4/14/20,Vietnam,266,169,0
4/15/20,Vietnam,267,171,0
4/16/20,Vietnam,268,177,0
4/17/20,Vietnam,268,198,0
4/18/20,Vietnam,268,201,0
4/19/20,Vietnam,268,202,0
4/20/20,Vietnam,268,214,0
4/21/20,Vietnam,268,216,0
4/22/20,Vietnam,268,223,0
4/23/20,Vietnam,268,224,0
4/24/20,Vietnam,270,220,0
4/25/20,Vietnam,270,225,0
4/26/20,Vietnam,270,225,0
4/27/20,Vietnam,270,225,0
4/28/20,Vietnam,270,222,0
4/29/20,Vietnam,270,222,0
4/30/20,Vietnam,270,219,0
5/1/20,Vietnam,270,219,0
5/2/20,Vietnam,270,219,0
5/3/20,Vietnam,271,219,0
5/4/20,Vietnam,271,219,0
5/5/20,Vietnam,271,232,0
5/6/20,Vietnam,271,232,0
5/7/20,Vietnam,288,233,0
5/8/20,Vietnam,288,241,0
5/9/20,Vietnam,288,241,0
5/10/20,Vietnam,288,241,0
5/11/20,Vietnam,288,249,0
5/12/20,Vietnam,288,252,0
5/13/20,Vietnam,288,252,0
5/14/20,Vietnam,312,260,0
5/15/20,Vietnam,314,260,0
5/16/20,Vietnam,318,260,0
5/17/20,Vietnam,320,260,0
5/18/20,Vietnam,324,263,0
5/19/20,Vietnam,324,263,0
5/20/20,Vietnam,324,263,0
5/21/20,Vietnam,324,266,0
5/22/20,Vietnam,324,267,0
5/23/20,Vietnam,325,267,0
5/24/20,Vietnam,325,267,0
5/25/20,Vietnam,326,272,0
5/26/20,Vietnam,327,272,0
5/27/20,Vietnam,327,278,0
5/28/20,Vietnam,327,278,0
5/29/20,Vietnam,328,279,0
5/30/20,Vietnam,328,279,0
5/31/20,Vietnam,328,279,0
6/1/20,Vietnam,328,293,0
6/2/20,Vietnam,328,298,0
6/3/20,Vietnam,328,302,0
6/4/20,Vietnam,328,302,0
6/5/20,Vietnam,328,307,0
6/6/20,Vietnam,329,307,0
6/7/20,Vietnam,331,307,0
6/8/20,Vietnam,332,316,0
6/9/20,Vietnam,332,316,0
